Worksheet Row,Item / Pin Name,Current Column C,Current Column D,Recommended Column C,Recommended Column D,Priority,Why / Where to update,Pin Connection Guideline,Additional Info,Power Group,Decap,Decap Additional Info
356,I2C_EMAC1_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_9 / Group 2: HPS_IOB_19 / Group 3: - / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC1 Serial Data.,,,
357,I2C_EMAC1_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_10 / Group 2: HPS_IOB_20 / Group 3: - / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC1 Serial Clock.,,,
358,I2C_EMAC0_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_11 / Group 2: HPS_IOB_11 / Group 3: HPS_IOB_23 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC0 Serial Data.,,,
359,I2C_EMAC0_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_12 / Group 2: HPS_IOB_12 / Group 3: HPS_IOB_24 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC0 Serial Clock.,,,
360,MDIO2_MDIO,OK,OK,MDIO2_MDIO used. Use HPS_IOB_9 group if SDMMC uses HPS_IOA_7 as DATA3; ensure 1.0 kohm to 4.7 kohm pull-up to VCCIO_HPS.,WARNING,WARNING,Avoid pinmux overlap with SDMMC group 1.,Group 1: HPS_IOA_7 / Group 2: HPS_IOB_9 / Group 3: - / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC2 MDIO.,,,
361,MDIO2_MDC,OK,OK,MDIO2_MDC used. Use HPS_IOB_10 group if SDMMC uses HPS_IOA_8 as CMD.,WARNING,WARNING,Avoid pinmux overlap with SDMMC group 1.,Group 1: HPS_IOA_8 / Group 2: HPS_IOB_10 / Group 3: - / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC2 MDC.,,,
362,MDIO1_MDIO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_9 / Group 2: HPS_IOB_19 / Group 3: - / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC1 MDIO.,,,
363,MDIO1_MDC,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_10 / Group 2: HPS_IOB_20 / Group 3: - / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC1 MDC.,,,
364,MDIO0_MDIO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_11 / Group 2: HPS_IOB_11 / Group 3: HPS_IOB_23 / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC0 MDIO.,,,
365,MDIO0_MDC,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_12 / Group 2: HPS_IOB_12 / Group 3: HPS_IOB_24 / Typically the MDIO pin requires an external pull-up resistor to VCCIO_HPS in the range of 1.0-kohm to 4.7-kohm.,EMAC0 MDC.,,,
367,HPS I2C,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
368,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
369,I2C0_SDA,OK,OK,Change to NOT USED unless HPS pinmux really uses I2C0. Fabric I2C on AK21/AK27 is not HPS dedicated I2C.,NOT USED,NOT USED,"top.v has fabric i2c1, not HPS I2C top ports.","Group 1: HPS_IOA_5 / Group 2: HPS_IOA_23 / Group 3: HPS_IOB_3 / Group 4: - / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7 kohm or lower.",I2C0 Serial Data.,,,
370,I2C0_SCL,OK,OK,Change to NOT USED unless HPS pinmux really uses I2C0. Fabric I2C on AK21/AK27 is not HPS dedicated I2C.,NOT USED,NOT USED,"top.v has fabric i2c1, not HPS I2C top ports.","Group 1: HPS_IOA_6 / Group 2: HPS_IOA_24 / Group 3: HPS_IOB_4 / Group 4: - / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7 kohm or lower.",I2C0 Serial Clock.,,,
371,I2C1_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_3 / Group 2: HPS_IOA_21 / Group 3: HPS_IOB_7 / Group 4: HPS_IOB_13 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7 kohm or lower.",I2C1 Serial Data.,,,
372,I2C1_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_4 / Group 2: HPS_IOA_22 / Group 3: HPS_IOB_8 / Group 4: HPS_IOB_14 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7 kohm or lower.",I2C1 Serial Clock.,,,
374,HPS I3C,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
375,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
376,I3C0_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_11 / Group 2: HPS_IOA_19 / Group 3: HPS_IOB_7 / Group 4: HPS_IOB_17 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C0 Serial Data.,,,
377,I3C0_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_12 / Group 2: HPS_IOA_20 / Group 3: HPS_IOB_8 / Group 4: HPS_IOB_18 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C0 Serial Clock.,,,
378,I3C1_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_9 / Group 2: HPS_IOA_17 / Group 3: HPS_IOB_5 / Group 4: HPS_IOB_15 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C1 Serial Data.,,,
379,I3C1_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_10 / Group 2: HPS_IOA_18 / Group 3: HPS_IOB_6 / Group 4: HPS_IOB_16 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C1 Serial Clock.,,,
380,I3C0_SDA_PULLUP_EN,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: - / Group 2: - / Group 3: HPS_IOB_1 / Group 4: HPS_IOB_21 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C0 Enable the pull-up resistor.,,,
381,I3C1_SDA_PULLUP_EN,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: - / Group 2: - / Group 3: HPS_IOB_2 / Group 4: HPS_IOB_22 / The I3C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading. Intel recommends using a 1 k pull-up resistor. Refer to the I3C Controller Design Guidelines and Examples section in the Hard Processor System Technical Reference Manual: Agilex 3 SoCs for more information on design guidelines.,I3C1 Enable the pull-up resistor.,,,
383,HPS SPI,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
384,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
385,SPIM0_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_5 / Group 2: HPS_IOB_21 / Group 3: HPS_IOB_21,SPIM0 Clock.,,,
386,SPIM0_MOSI,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_6 / Group 2: HPS_IOB_22 / Group 3: HPS_IOB_22,SPIM0 Master Out Slave In.,,,
387,SPIM0_MISO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_7 / Group 2: HPS_IOB_19 / Group 3: HPS_IOB_23,SPIM0 Master In Slave Out.,,,
388,SPIM0_SS0_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_8 / Group 2: HPS_IOB_20 / Group 3: HPS_IOB_24,SPIM0 Slave Select 0. / This is an active-low signal.,,,
389,SPIM0_SS1_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_1 / Group 2: HPS_IOB_18 / Group 3: HPS_IOB_18,SPIM0 Slave Select 1. / This is an active-low signal.,,,
390,SPIM1_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_9 / Group 2: HPS_IOA_21 / Group 3: HPS_IOB_1,SPIM1 Clock.,,,
391,SPIM1_MOSI,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_10 / Group 2: HPS_IOA_22 / Group 3: HPS_IOB_2,SPIM1 Master Out Slave In.,,,
392,SPIM1_MISO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_11 / Group 2: HPS_IOA_23 / Group 3: HPS_IOB_3,SPIM1 Master In Slave Out.,,,
393,SPIM1_SS0_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_12 / Group 2: HPS_IOA_24 / Group 3: HPS_IOB_4,SPIM1 Slave Select 0. / This is an active-low signal.,,,
394,SPIM1_SS1_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_2 / Group 2: HPS_IOA_20 / Group 3: HPS_IOB_5,SPIM1 Slave Select 1. / This is an active-low signal.,,,
395,SPIS0_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_1 / Group 2: HPS_IOA_21 / Group 3: HPS_IOB_9,SPIS0 Clock.,,,
396,SPIS0_MOSI,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_2 / Group 2: HPS_IOA_22 / Group 3: HPS_IOB_10,SPIS0 Master Out Slave In.,,,
397,SPIS0_MISO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_4 / Group 2: HPS_IOA_24 / Group 3: HPS_IOB_12,SPIS0 Master In Slave Out.,,,
398,SPIS0_SS0_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_3 / Group 2: HPS_IOA_23 / Group 3: HPS_IOB_11,SPIS0 Slave Select 0. / This is an active-low signal.,,,
399,SPIS1_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_9 / Group 2: HPS_IOB_5 / Group 3: HPS_IOB_21,SPIS1 Clock.,,,
400,SPIS1_MOSI,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_10 / Group 2: HPS_IOB_6 / Group 3: HPS_IOB_22,SPIS1 Master Out Slave In.,,,
401,SPIS1_MISO,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_12 / Group 2: HPS_IOB_8 / Group 3: HPS_IOB_24,SPIS1 Master In Slave Out.,,,
402,SPIS1_SS0_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_11 / Group 2: HPS_IOB_7 / Group 3: HPS_IOB_23,SPIS1 Slave Select 0. / This is an active-low signal.,,,
404,HPS UART,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
405,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
406,UART0_CTS_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_1 / Group 2: HPS_IOA_21 / Group 3: HPS_IOB_1,UART0 Clear to Send. / This is an active-low signal.,,,
407,UART0_RTS_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_2 / Group 2: HPS_IOA_22 / Group 3: HPS_IOB_2,UART0 Request to Send. / This is an active-low signal.,,,
408,UART0_TX,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_3 / Group 2: HPS_IOA_23 / Group 3: HPS_IOB_3,UART0 Transmit.,,,
409,UART0_RX,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_4 / Group 2: HPS_IOA_24 / Group 3: HPS_IOB_4,UART0 Receive.,,,
410,UART1_CTS_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_5 / Group 2: HPS_IOB_5 / Group 3: HPS_IOB_17,UART1 Clear to Send. / This is an active-low signal.,,,
411,UART1_RTS_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_6 / Group 2: HPS_IOB_6 / Group 3: HPS_IOB_18,UART1 Request to Send. / This is an active-low signal.,,,
412,UART1_TX,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_7 / Group 2: HPS_IOB_7 / Group 3: HPS_IOB_15,UART1 Transmit.,,,
413,UART1_RX,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_8 / Group 2: HPS_IOB_8 / Group 3: HPS_IOB_16,UART1 Receive.,,,
415,HPS Trace,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
416,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
417,Trace_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_20 / HPS_IOB_20,Trace Clock.,,,
418,Trace_D0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_21 / HPS_IOB_21,Trace Data 0. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
419,Trace_D1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_22 / HPS_IOB_22,Trace Data 1. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
420,Trace_D2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_23 / HPS_IOB_23,Trace Data 2. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
421,Trace_D3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_24 / HPS_IOB_24,Trace Data 3. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
422,Trace_D4,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_19 / HPS_IOA_7 / HPS_IOB_19 / HPS_IOB_7,Trace Data 4. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
423,Trace_D5,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_18 / HPS_IOA_6 / HPS_IOB_18 / HPS_IOB_6,Trace Data 5. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
424,Trace_D6,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_17 / HPS_IOA_5 / HPS_IOB_17 / HPS_IOB_5,Trace Data 6. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
425,Trace_D7,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_16 / HPS_IOA_4 / HPS_IOB_16 / HPS_IOB_4,Trace Data 7. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
426,Trace_D8,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_15 / HPS_IOA_3 / HPS_IOB_15 / HPS_IOB_3,Trace Data 8. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
427,Trace_D9,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_14 / HPS_IOA_2 / HPS_IOB_14 / HPS_IOB_2,Trace Data 9. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
428,Trace_D10,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_13 / HPS_IOA_1 / HPS_IOB_13 / HPS_IOB_1,Trace Data 10. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
429,Trace_D11,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_12 / HPS_IOB_12,Trace Data 11. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
430,Trace_D12,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_11 / HPS_IOB_11,Trace Data 12. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
431,Trace_D13,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_10 / HPS_IOB_10,Trace Data 13. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
432,Trace_D14,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_9 / HPS_IOB_9,Trace Data 14. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
433,Trace_D15,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_8 / HPS_IOB_8,Trace Data 15. / You can select up to 16 trace output pins in the Agilex 3 HPS. These pins do not have to be located in the same quadrant.,,,
437,DNU/NC,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
438,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
439,NC,OK,OK,NC pins left floating is OK when no migration use is intended; schematic NC section appears unconnected.,OK,OK,Matches guideline.,"When designing for device migration, you have the option to connect these pins to either power, GND, or a signal trace depending on the pin assignment of the devices selected for migration. / However, if device migration is not a concern, leave these pins floating.",Do not drive signals into these pins.,,,
440,DNU,OK,OK,DNU pins must be left floating; verify all listed DNU balls have no copper/test-point/power/ground.,OK,OK,Schematic DNU section lists DNU pins; no connection text found.,"Do not connect to power, GND, or any other signal. These pins must be left floating.",Do Not Use (DNU).,,,
